Transaction ID,Date,Description,Amount,Category,Transaction Type
1045,2025-09-17,Myntra,1090.11,Shopping,Expense
1046,2025-09-17,Flipkart,987.16,Shopping,Expense
1047,2025-09-19,Cafe,169.41,Food,Expense
1048,2025-09-20,Restaurant,849.53,Food,Expense
1049,2025-09-20,Zomato,416.67,Food,Expense
1050,2025-09-20,Ola,150.88,Transport,Expense
1051,2025-09-20,Ola,218.12,Transport,Expense
1052,2025-09-21,Medical Test,1538.41,Healthcare,Expense
1053,2025-09-22,Cafe,166.0,Food,Expense
1054,2025-09-22,Cafe,207.82,Food,Expense
1055,2025-09-23,Spotify,155.01,Entertainment,Expense
1056,2025-09-23,Netflix,649.0,Entertainment,Expense
1057,2025-09-23,Internet Bill,533.55,Utilities,Expense
1058,2025-09-23,Electricity Bill,1315.27,Utilities,Expense
1059,2025-09-23,Flipkart,466.74,Shopping,Expense
1060,2025-09-23,Clothing Store,912.42,Shopping,Expense
1061,2025-09-23,Metro,39.86,Transport,Expense
1062,2025-09-23,Netflix,649.0,Entertainment,Expense
1063,2025-09-24,Internet Bill,655.24,Utilities,Expense
1064,2025-09-24,Zomato,421.71,Food,Expense
1065,2025-09-24,Swiggy,156.69,Food,Expense
1066,2025-09-25,Metro,56.68,Transport,Expense
1067,2025-09-25,Restaurant,428.85,Food,Expense
1068,2025-09-25,Cafe,95.52,Food,Expense
1069,2025-09-25,Ola,232.06,Transport,Expense
1070,2025-09-25,Ola,125.9,Transport,Expense
1071,2025-09-25,Myntra,840.26,Shopping,Expense
1072,2025-09-25,Uber,248.77,Transport,Expense
1073,2025-09-25,Doctor Consultation,417.12,Healthcare,Expense
1074,2025-09-26,Grocery Store,746.03,Food,Expense
1075,2025-09-26,Doctor Consultation,792.41,Healthcare,Expense
1076,2025-09-26,Auto,136.19,Transport,Expense
1077,2025-09-26,Amazon,1536.31,Shopping,Expense
1078,2025-09-26,Uber,227.43,Transport,Expense
1079,2025-09-27,Zomato,193.19,Food,Expense
1080,2025-09-27,Uber,259.83,Transport,Expense
1081,2025-09-27,Grocery Store,912.39,Food,Expense
1082,2025-09-27,Ola,147.34,Transport,Expense
1083,2025-09-27,Electricity Bill,973.74,Utilities,Expense
1084,2025-09-28,Metro,93.43,Transport,Expense
1085,2025-09-28,Swiggy,121.04,Food,Expense
1086,2025-09-28,Auto,117.58,Transport,Expense
1087,2025-09-29,Amazon,1667.59,Shopping,Expense
1088,2025-09-30,Grocery Store,980.47,Food,Expense
1089,2025-09-30,Restaurant,672.21,Food,Expense
1090,2025-09-30,Cafe,101.63,Food,Expense
1091,2025-09-30,Online Course,1187.25,Education,Expense
1092,2025-10-01,Uber,82.37,Transport,Expense
1093,2025-10-01,Monthly Salary,88365.56,Salary,Income
1094,2025-10-01,Gaming,272.2,Entertainment,Expense
1095,2025-10-02,Zomato,198.74,Food,Expense
1096,2025-10-02,Online Course,1893.63,Education,Expense
1097,2025-10-02,Cafe,97.07,Food,Expense
1098,2025-10-03,Medical Test,659.21,Healthcare,Expense
1099,2025-10-03,Restaurant,378.1,Food,Expense
1100,2025-10-03,Metro,68.95,Transport,Expense
1101,2025-10-04,Cafe,267.97,Food,Expense
1102,2025-10-04,Flipkart,921.39,Shopping,Expense
1103,2025-10-04,Uber,110.59,Transport,Expense
1104,2025-10-05,Amazon,1658.14,Shopping,Expense
1105,2025-10-05,Netflix,649.0,Entertainment,Expense
1106,2025-10-05,Ola,66.96,Transport,Expense
1107,2025-10-05,Monthly Rent,17435.08,Rent,Expense
1108,2025-10-05,Swiggy,376.67,Food,Expense
1109,2025-10-05,Restaurant,395.74,Food,Expense
1110,2025-10-05,Ola,147.8,Transport,Expense
1111,2025-10-06,Grocery Store,453.72,Food,Expense
1112,2025-10-06,Uber,105.02,Transport,Expense
1113,2025-10-06,Doctor Consultation,559.84,Healthcare,Expense
1114,2025-10-07,Restaurant,815.24,Food,Expense
1115,2025-10-07,Restaurant,825.57,Food,Expense
1116,2025-10-07,Uber,143.86,Transport,Expense
1117,2025-10-07,Fuel,876.35,Transport,Expense
1118,2025-10-07,Gaming,658.25,Entertainment,Expense
1119,2025-10-07,Swiggy,417.94,Food,Expense
1120,2025-10-07,Uber,103.05,Transport,Expense
1121,2025-10-08,Spotify,173.41,Entertainment,Expense
1122,2025-10-08,Flipkart,1208.99,Shopping,Expense
1123,2025-10-08,Auto,178.65,Transport,Expense
1124,2025-10-08,Metro,63.9,Transport,Expense
1125,2025-10-08,Flipkart,395.74,Shopping,Expense
1126,2025-10-09,Grocery Store,875.72,Food,Expense
1127,2025-10-09,Auto,64.79,Transport,Expense
1128,2025-10-09,Pharmacy,336.57,Healthcare,Expense
1129,2025-10-09,Doctor Consultation,447.04,Healthcare,Expense
1130,2025-10-10,Auto,50.24,Transport,Expense
1131,2025-10-10,Cafe,327.05,Food,Expense
1132,2025-10-10,Restaurant,677.4,Food,Expense
1133,2025-10-10,Grocery Store,1714.46,Food,Expense
1134,2025-10-10,Uber,127.15,Transport,Expense
1135,2025-10-10,Grocery Store,706.37,Food,Expense
1136,2025-10-10,Mobile Recharge,520.8,Utilities,Expense
1137,2025-10-10,Books,495.87,Education,Expense
1138,2025-10-10,Cafe,305.73,Food,Expense
1139,2025-10-10,Zomato,139.84,Food,Expense
1140,2025-10-10,Spotify,151.73,Entertainment,Expense
1141,2025-10-11,Ola,244.27,Transport,Expense
1142,2025-10-12,Grocery Store,1297.39,Food,Expense
1143,2025-10-12,Zomato,428.63,Food,Expense
1144,2025-10-12,Clothing Store,1589.08,Shopping,Expense
1145,2025-10-12,Cafe,121.86,Food,Expense
1146,2025-10-12,Ola,110.33,Transport,Expense
1147,2025-10-12,Electricity Bill,1480.28,Utilities,Expense
1148,2025-10-12,Fuel,997.64,Transport,Expense
1149,2025-10-13,Restaurant,806.81,Food,Expense
1150,2025-10-13,Restaurant,623.17,Food,Expense
1151,2025-10-13,Flipkart,323.14,Shopping,Expense
1152,2025-10-14,Uber,243.91,Transport,Expense
1153,2025-10-14,Metro,64.73,Transport,Expense
1154,2025-10-14,Medical Test,1676.21,Healthcare,Expense
1155,2025-10-14,Auto,70.94,Transport,Expense
1156,2025-10-14,Uber,104.19,Transport,Expense
1157,2025-10-14,Mobile Recharge,221.83,Utilities,Expense
1158,2025-10-15,Electricity Bill,1371.96,Utilities,Expense
1159,2025-10-15,Internet Bill,889.53,Utilities,Expense
1160,2025-10-15,Grocery Store,584.66,Food,Expense
1161,2025-10-15,Flipkart,1431.0,Shopping,Expense
1162,2025-10-15,Fuel,462.3,Transport,Expense
1163,2025-10-15,Fuel,728.86,Transport,Expense
1164,2025-10-16,Uber,158.59,Transport,Expense
1165,2025-10-16,Cafe,157.92,Food,Expense
1166,2025-10-16,Grocery Store,1725.53,Food,Expense
1167,2025-10-16,Netflix,649.0,Entertainment,Expense
1168,2025-10-16,Cafe,291.76,Food,Expense
1169,2025-10-16,Auto,171.97,Transport,Expense
1170,2025-10-17,Zomato,128.43,Food,Expense
1171,2025-10-17,Myntra,1085.47,Shopping,Expense
1172,2025-10-17,Grocery Store,1309.15,Food,Expense
1173,2025-10-17,Metro,95.78,Transport,Expense
1174,2025-10-17,Swiggy,392.84,Food,Expense
1175,2025-10-17,Ola,241.79,Transport,Expense
1176,2025-10-17,Swiggy,254.03,Food,Expense
1177,2025-10-17,Cafe,128.58,Food,Expense
1178,2025-10-18,Auto,85.25,Transport,Expense
1179,2025-10-18,Movie,413.1,Entertainment,Expense
1180,2025-10-18,Cafe,135.93,Food,Expense
1181,2025-10-18,Fuel,489.3,Transport,Expense
1182,2025-10-18,Electricity Bill,962.12,Utilities,Expense
1183,2025-10-19,Zomato,341.69,Food,Expense
1184,2025-10-19,Internet Bill,585.05,Utilities,Expense
1185,2025-10-19,Swiggy,337.67,Food,Expense
1186,2025-10-19,Uber,97.34,Transport,Expense
1187,2025-10-19,Flipkart,428.14,Shopping,Expense
1188,2025-10-19,Cafe,165.92,Food,Expense
1189,2025-10-20,Grocery Store,847.95,Food,Expense
1190,2025-10-20,Restaurant,637.96,Food,Expense
1191,2025-10-20,Auto,135.61,Transport,Expense
1192,2025-10-21,Movie,490.62,Entertainment,Expense
1193,2025-10-21,Ola,248.31,Transport,Expense
1194,2025-10-21,Auto,129.8,Transport,Expense
1195,2025-10-21,Uber,179.53,Transport,Expense
1196,2025-10-21,Cafe,349.21,Food,Expense
1197,2025-10-21,Clothing Store,1489.01,Shopping,Expense
1198,2025-10-22,Myntra,1364.49,Shopping,Expense
1199,2025-10-22,Swiggy,274.65,Food,Expense
1200,2025-10-22,Netflix,649.0,Entertainment,Expense
1201,2025-10-22,Restaurant,841.33,Food,Expense
1202,2025-10-22,Swiggy,190.39,Food,Expense
1203,2025-10-22,Flipkart,1434.28,Shopping,Expense
1204,2025-10-23,Swiggy,270.33,Food,Expense
1205,2025-10-23,Amazon,1353.3,Shopping,Expense
1206,2025-10-23,Flipkart,1473.19,Shopping,Expense
1207,2025-10-23,Restaurant,264.26,Food,Expense
1208,2025-10-23,Uber,299.9,Transport,Expense
1209,2025-10-23,Cafe,288.59,Food,Expense
1210,2025-10-23,Grocery Store,1749.08,Food,Expense
1211,2025-10-23,Zomato,429.96,Food,Expense
1212,2025-10-24,Grocery Store,1482.46,Food,Expense
1213,2025-10-24,Clothing Store,519.18,Shopping,Expense
1214,2025-10-24,Fuel,562.62,Transport,Expense
1215,2025-10-24,Flipkart,1192.06,Shopping,Expense
1216,2025-10-24,Fuel,618.64,Transport,Expense
1217,2025-10-24,Flipkart,1471.26,Shopping,Expense
1218,2025-10-24,Grocery Store,1353.83,Food,Expense
1219,2025-10-24,Zomato,348.07,Food,Expense
1220,2025-10-25,Online Course,1784.42,Education,Expense
1221,2025-10-25,Zomato,132.59,Food,Expense
1222,2025-10-26,Uber,167.94,Transport,Expense
1223,2025-10-26,Auto,69.79,Transport,Expense
1224,2025-10-26,Metro,48.57,Transport,Expense
1225,2025-10-27,Grocery Store,1256.86,Food,Expense
1226,2025-10-27,Zomato,308.92,Food,Expense
1227,2025-10-27,Metro,94.78,Transport,Expense
1228,2025-10-27,Restaurant,777.2,Food,Expense
1229,2025-10-27,Spotify,180.16,Entertainment,Expense
1230,2025-10-28,Books,235.11,Education,Expense
1231,2025-10-28,Metro,50.47,Transport,Expense
1232,2025-10-28,Pharmacy,699.71,Healthcare,Expense
1233,2025-10-28,Zomato,225.2,Food,Expense
1234,2025-10-28,Swiggy,103.13,Food,Expense
1235,2025-10-28,Auto,95.92,Transport,Expense
1236,2025-10-28,Zomato,264.69,Food,Expense
1237,2025-10-28,Mobile Recharge,418.56,Utilities,Expense
1238,2025-10-29,Restaurant,799.59,Food,Expense
1239,2025-10-30,Zomato,394.28,Food,Expense
1240,2025-10-30,Zomato,388.35,Food,Expense
1241,2025-10-30,Gaming,349.44,Entertainment,Expense
1242,2025-10-30,Pharmacy,774.7,Healthcare,Expense
1243,2025-10-30,Online Course,1309.81,Education,Expense
1244,2025-10-31,Auto,134.98,Transport,Expense
1245,2025-10-31,Swiggy,209.62,Food,Expense
1246,2025-11-01,,844.09,Food,Expense
1247,2025-11-01,Monthly Salary,92638.17,Salary,Income
1248,2025-11-01,Cafe,223.73,Food,Expense
1249,2025-11-01,Cafe,90.58,Food,Expense
1250,2025-11-02,Clothing Store,1190.48,Shopping,Expense
1251,2025-11-02,Zomato,246.73,Food,Expense
1252,2025-11-02,Fuel,710.82,Transport,Expense
1253,2025-11-02,Metro,74.75,Transport,Expense
1254,2025-11-03,Zomato,291.87,Food,Expense
1255,2025-11-03,Ola,150.77,Transport,Expense
1256,2025-11-03,Fuel,921.58,Transport,Expense
1257,2025-11-03,Fuel,653.89,Transport,Expense
1258,2025-11-03,Auto,100.9,Transport,Expense
1259,2025-11-04,Fuel,674.06,Transport,Expense
1260,2025-11-04,Zomato,139.15,Food,Expense
1261,2025-11-04,Swiggy,205.5,Food,Expense
1262,2025-11-04,Gaming,158.02,Entertainment,Expense
1263,2025-11-05,Auto,79.89,Transport,Expense
1264,2025-11-05,Ola,271.72,Transport,Expense
1265,2025-11-05,Restaurant,692.49,Food,Expense
1266,2025-11-05,Monthly Rent,17909.69,Rent,Expense
1267,2025-11-06,Restaurant,434.97,Food,Expense
1268,2025-11-06,Pharmacy,435.31,Healthcare,Expense
1269,2025-11-06,Swiggy,350.61,Food,Expense
1270,2025-11-06,Zomato,117.16,Food,Expense
1271,2025-11-07,Metro,34.72,Transport,Expense
1272,2025-11-08,Fuel,506.88,Transport,Expense
1273,2025-11-08,Ola,282.94,Transport,Expense
1274,2025-11-09,Electricity Bill,1016.87,Utilities,Expense
1275,2025-11-09,Swiggy,141.81,Food,Expense
1276,2025-11-09,Electricity Bill,1073.6,Utilities,Expense
1277,2025-11-09,Myntra,245.24,Shopping,Expense
1278,2025-11-09,Movie,485.1,Entertainment,Expense
1279,2025-11-10,Electricity Bill,1255.42,Utilities,Expense
1280,2025-11-10,Zomato,425.58,Food,Expense
1281,2025-11-10,Zomato,322.39,Food,Expense
1282,2025-11-10,Flipkart,1456.18,Shopping,Expense
1283,2025-11-10,Grocery Store,651.0,Food,Expense
1284,2025-11-11,Uber,78.99,Transport,Expense
1285,2025-11-11,Mobile Recharge,490.96,Utilities,Expense
1286,2025-11-11,Auto,119.39,Transport,Expense
1287,2025-11-11,Swiggy,274.57,Food,Expense
1288,2025-11-11,Grocery Store,1750.22,Food,Expense
1289,2025-11-11,Cafe,108.11,Food,Expense
1290,2025-11-12,Mobile Recharge,212.4,Utilities,Expense
1291,2025-11-12,Doctor Consultation,978.24,Healthcare,Expense
1292,2025-11-12,Flipkart,780.09,Shopping,Expense
1293,2025-11-13,Restaurant,574.28,Food,Expense
1294,2025-11-13,Flipkart,312.69,Shopping,Expense
1295,2025-11-14,Grocery Store,764.06,Food,Expense
1296,2025-11-14,Restaurant,847.14,Food,Expense
1297,2025-11-14,Grocery Store,531.38,Food,Expense
1298,2025-11-14,Fuel,327.15,Transport,Expense
1299,2025-11-14,Zomato,195.24,Food,Expense
1300,2025-11-14,Internet Bill,730.94,Utilities,Expense
1301,2025-11-14,Zomato,374.67,Food,Expense
1302,2025-11-15,Mobile Recharge,295.51,Utilities,Expense
1303,2025-11-15,Gaming,246.05,Entertainment,Expense
1304,2025-11-15,Restaurant,536.14,Food,Expense
1305,2025-11-15,Internet Bill,505.49,Utilities,Expense
1306,2025-11-16,Restaurant,634.6,Food,Expense
1307,2025-11-16,Flipkart,1103.59,Shopping,Expense
1308,2025-11-17,Amazon,405.86,Shopping,Expense
1309,2025-11-17,Fuel,378.76,Transport,Expense
1310,2025-11-18,Swiggy,250.23,Food,Expense
1311,2025-11-18,Ola,83.28,Transport,Expense
1312,2025-11-18,Cafe,105.23,Food,Expense
1313,2025-11-18,Ola,162.03,Transport,Expense
1314,2025-11-18,Restaurant,668.97,Food,Expense
1315,2025-11-18,Myntra,260.95,Shopping,Expense
1316,2025-11-19,Grocery Store,402.43,Food,Expense
1317,2025-11-19,Myntra,750.65,Shopping,Expense
1318,2025-11-19,Metro,83.09,Transport,Expense
1319,2025-11-19,Metro,58.64,Transport,Expense
1320,2025-11-20,Restaurant,418.85,Food,Expense
1321,2025-11-20,Ola,230.35,Transport,Expense
1322,2025-11-20,Gaming,693.18,Entertainment,Expense
1323,2025-11-20,Swiggy,103.2,Food,Expense
1324,2025-11-20,Fuel,646.06,Transport,Expense
1325,2025-11-20,Gaming,550.6,Entertainment,Expense
1326,2025-11-21,Restaurant,590.85,Food,Expense
1327,2025-11-22,Cafe,132.35,Food,Expense
1328,2025-11-22,Doctor Consultation,683.38,Healthcare,Expense
1329,2025-11-22,Grocery Store,775.02,Food,Expense
1330,2025-11-22,Auto,49.97,Transport,Expense
1331,2025-11-23,Zomato,388.14,Food,Expense
1332,2025-11-24,Swiggy,341.51,Food,Expense
1333,2025-11-24,Internet Bill,560.78,Utilities,Expense
1334,2025-11-24,Cafe,296.3,Food,Expense
1335,2025-11-24,Electricity Bill,1474.84,Utilities,Expense
1336,2025-11-24,Restaurant,826.89,Food,Expense
1337,2025-11-24,Ola,271.9,Transport,Expense
1338,2025-11-25,Uber,157.21,Transport,Expense
1339,2025-11-25,Grocery Store,1216.96,Food,Expense
1340,2025-11-25,Flipkart,1090.0,Shopping,Expense
1341,2025-11-25,Internet Bill,706.11,Utilities,Expense
1342,2025-11-25,Restaurant,409.18,Food,Expense
1343,2025-11-25,Cafe,280.74,Food,Expense
1344,2025-11-25,Metro,92.71,Transport,Expense
1345,2025-11-25,Movie,368.73,Entertainment,Expense
1346,2025-11-26,Cafe,121.63,Food,Expense
1347,2025-11-26,Movie,460.45,Entertainment,Expense
1348,2025-11-26,Fuel,922.48,Transport,Expense
1349,2025-11-27,Mobile Recharge,539.54,Utilities,Expense
1350,2025-11-27,Grocery Store,1771.23,Food,Expense
1351,2025-11-27,Swiggy,165.42,Food,Expense
1352,2025-11-27,Restaurant,421.68,Food,Expense
1353,2025-11-27,Myntra,811.71,Shopping,Expense
1354,2025-11-28,Auto,55.84,Transport,Expense
1355,2025-11-28,Grocery Store,713.82,Food,Expense
1356,2025-11-28,Doctor Consultation,995.0,Healthcare,Expense
1357,2025-11-28,Netflix,649.0,Entertainment,Expense
1358,2025-11-29,Swiggy,194.18,Food,Expense
1359,2025-11-29,Grocery Store,1570.7,Food,Expense
1360,2025-11-30,Electricity Bill,913.06,Utilities,Expense
1361,2025-11-30,Restaurant,596.28,Food,Expense
1362,2025-11-30,Amazon,848.45,Shopping,Expense
1363,2025-11-30,Pharmacy,452.73,Healthcare,Expense
1364,2025-11-30,Swiggy,148.16,Food,Expense
1365,2025-12-01,Mobile Recharge,488.34,Utilities,Expense
1366,2025-12-01,Monthly Salary,90121.55,Salary,Income
1367,2025-12-01,Gaming,719.75,Entertainment,Expense
1368,2025-12-02,Grocery Store,535.66,Food,Expense
1369,2025-12-02,Clothing Store,1366.04,Shopping,Expense
1370,2025-12-02,Swiggy,121.74,Food,Expense
1371,2025-12-02,Clothing Store,1974.66,Shopping,Expense
1372,2025-12-02,Electricity Bill,1316.66,Utilities,Expense
1373,2025-12-03,Pharmacy,428.64,Healthcare,Expense
1374,2025-12-03,Grocery Store,995.93,Food,Expense
1375,2025-12-03,Doctor Consultation,480.13,Healthcare,Expense
1376,2025-12-03,Pharmacy,372.05,Healthcare,Expense
1377,2025-12-04,Cafe,300.4,Food,Expense
1378,2025-12-04,Electricity Bill,1093.78,Utilities,Expense
1379,2025-12-04,Restaurant,317.57,Food,Expense
1380,2025-12-04,Medical Test,1622.59,Healthcare,Expense
1381,2025-12-04,Mobile Recharge,314.4,Utilities,Expense
1382,2025-12-04,Swiggy,295.45,Food,Expense
1383,2025-12-04,Grocery Store,1081.08,Food,Expense
1384,2025-12-04,Movie,211.58,Entertainment,Expense
1385,2025-12-04,Grocery Store,471.04,Food,Expense
1386,2025-12-05,Auto,87.27,Transport,Expense
1387,2025-12-05,Amazon,1124.1,Shopping,Expense
1388,2025-12-05,Fuel,609.31,Transport,Expense
1389,2025-12-05,Fuel,750.34,Transport,Expense
1390,2025-12-05,Restaurant,431.09,Food,Expense
1391,2025-12-05,Zomato,298.08,Food,Expense
1392,2025-12-05,Monthly Rent,17430.1,Rent,Expense
1393,2025-12-05,Cafe,225.61,Food,Expense
1394,2025-12-05,Swiggy,256.31,Food,Expense
1395,2025-12-05,Restaurant,480.84,Food,Expense
1396,2025-12-06,Swiggy,286.71,Food,Expense
1397,2025-12-06,Auto,101.89,Transport,Expense
1398,2025-12-06,Cafe,254.84,Food,Expense
1399,2025-12-07,Restaurant,811.76,Food,Expense
1400,2025-12-07,Fuel,519.63,Transport,Expense
1401,2025-12-07,Pharmacy,304.17,Healthcare,Expense
1402,2025-12-08,Internet Bill,847.24,Utilities,Expense
1403,2025-12-08,Mobile Recharge,325.57,Utilities,Expense
1404,2025-12-09,Swiggy,238.34,Food,Expense
1405,2025-12-09,Zomato,182.59,Food,Expense
1406,2025-12-09,Internet Bill,763.71,Utilities,Expense
1407,2025-12-09,Grocery Store,1345.81,Food,Expense
1408,2025-12-10,Mobile Recharge,409.24,Utilities,Expense
1409,2025-12-10,Zomato,273.01,Food,Expense
1410,2025-12-10,Cafe,324.63,Food,Expense
1411,2025-12-10,Netflix,649.0,Entertainment,Expense
1412,2025-12-10,Zomato,244.34,Food,Expense
1413,2025-12-10,Myntra,1141.44,Shopping,Expense
1414,2025-12-11,Amazon,1233.64,Shopping,Expense
1415,2025-12-11,Netflix,649.0,Entertainment,Expense
1416,2025-12-11,Grocery Store,404.96,Food,Expense
1417,2025-12-11,Restaurant,799.52,Food,Expense
1418,2025-12-11,Myntra,1369.5,Shopping,Expense
1419,2025-12-11,Metro,47.86,Transport,Expense
1420,2025-12-11,Amazon,656.22,Shopping,Expense
1421,2025-12-11,Zomato,169.1,Food,Expense
1422,2025-12-11,Metro,55.73,Transport,Expense
1423,2025-12-12,Netflix,649.0,Entertainment,Expense
1424,2025-12-12,Fuel,620.17,Transport,Expense
1425,2025-12-13,Flipkart,1165.14,Shopping,Expense
1426,2025-12-13,Swiggy,329.26,Food,Expense
1427,2025-12-13,Grocery Store,380.7,Food,Expense
1428,2025-12-13,Flipkart,1163.01,Shopping,Expense
1429,2025-12-13,Certification,1604.71,Education,Expense
1430,2025-12-14,Auto,95.6,Transport,Expense
1431,2025-12-15,Cafe,85.05,Food,Expense
1432,2025-12-15,Zomato,149.97,Food,Expense
1433,2025-12-15,Ola,160.16,Transport,Expense
1434,2025-12-15,Spotify,197.14,Entertainment,Expense
1435,2025-12-16,Doctor Consultation,411.03,Healthcare,Expense
1436,2025-12-16,Cafe,336.02,Food,Expense
1437,2025-12-16,Swiggy,244.63,Food,Expense
1438,2025-12-17,Medical Test,586.19,Healthcare,Expense
1439,2025-12-17,Flipkart,894.38,Shopping,Expense
1440,2025-12-17,Auto,61.58,Transport,Expense
1441,2025-12-17,Ola,260.19,Transport,Expense
1442,2025-12-17,Amazon,359.32,Shopping,Expense
1443,2025-12-18,Grocery Store,409.46,Food,Expense
1444,2025-12-18,Swiggy,147.03,Food,Expense
1445,2025-12-18,Mobile Recharge,589.38,Utilities,Expense
1446,2025-12-18,Restaurant,403.53,Food,Expense
1447,2025-12-19,Swiggy,383.9,Food,Expense
1448,2025-12-19,Metro,53.67,Transport,Expense
1449,2025-12-19,Cafe,90.89,Food,Expense
1450,2025-12-19,Electricity Bill,891.22,Utilities,Expense
1451,2025-12-19,Netflix,649.0,Entertainment,Expense
1452,2025-12-20,Mobile Recharge,320.75,Utilities,Expense
1453,2025-12-20,Clothing Store,496.65,Shopping,Expense
1454,2025-12-20,Gaming,385.48,Entertainment,Expense
1455,2025-12-20,Zomato,235.3,Food,Expense
1456,2025-12-20,Swiggy,355.09,Food,Expense
1457,2025-12-21,Restaurant,383.54,Food,Expense
1458,2025-12-21,Electricity Bill,1236.71,Utilities,Expense
1459,2025-12-21,Spotify,153.71,Entertainment,Expense
1460,2025-12-21,Amazon,1152.37,Shopping,Expense
1461,2025-12-21,Restaurant,509.34,Food,Expense
1462,2025-12-21,Restaurant,488.9,Food,Expense
1463,2025-12-22,Uber,249.77,Transport,Expense
1464,2025-12-23,Auto,149.48,Transport,Expense
1465,2025-12-23,Movie,380.02,Entertainment,Expense
1466,2025-12-23,Uber,242.59,Transport,Expense
1467,2025-12-23,Zomato,116.1,Food,Expense
1468,2025-12-23,Internet Bill,500.58,Utilities,Expense
1469,2025-12-24,Doctor Consultation,711.14,Healthcare,Expense
1470,2025-12-24,Zomato,424.27,Food,Expense
1471,2025-12-24,Uber,193.78,Transport,Expense
1472,2025-12-24,Flipkart,334.83,Shopping,Expense
1473,2025-12-25,Grocery Store,650.34,Food,Expense
1474,2025-12-25,Zomato,378.49,Food,Expense
1475,2025-12-25,Zomato,335.77,Food,Expense
1476,2025-12-25,Fuel,517.27,Transport,Expense
1477,2025-12-26,Metro,60.7,Transport,Expense
1478,2025-12-26,Pharmacy,250.12,Healthcare,Expense
1479,2025-12-26,Fuel,763.2,Transport,Expense
1480,2025-12-26,Flipkart,416.98,Shopping,Expense
1481,2025-12-26,Zomato,279.05,Food,Expense
1482,2025-12-27,Ola,167.81,Transport,Expense
1483,2025-12-27,Doctor Consultation,895.53,Healthcare,Expense
1484,2025-12-27,Uber,90.2,Transport,Expense
1485,2025-12-27,Metro,76.95,Transport,Expense
1486,2025-12-27,Grocery Store,1567.99,Food,Expense
1487,2025-12-28,Swiggy,370.57,Food,Expense
1488,2025-12-28,Netflix,649.0,Entertainment,Expense
1489,2025-12-28,Cafe,82.11,Food,Expense
1490,2025-12-28,Grocery Store,775.56,Food,Expense
1491,2025-12-29,Swiggy,399.25,Food,Expense
1492,2025-12-29,Swiggy,296.31,Food,Expense
1493,2025-12-30,Metro,23.64,Transport,Expense
1494,2025-12-30,Fuel,871.02,Transport,Expense
1495,2025-12-30,Zomato,157.34,Food,Expense
1496,2025-12-31,Fuel,416.19,Transport,Expense
1497,2025-12-31,Fuel,926.84,Transport,Expense
1498,2025-12-31,Auto,80.03,Transport,Expense
1499,2025-12-31,Grocery Store,706.87,Food,Expense
1500,2025-12-31,Cafe,321.63,Food,Expense
